city,date,wfo,product_id,issuance_time,confidence,model_spread_flag,regime,mentioned_today_high_f,observed_high_f,signed_error,abs_error,extraction_failed
PHX,2026-04-26,PSR,202604261001-KPSR-FXUS65-AFDPSR,2026-04-26T10:01:00+00:00,,False,trough,80,79.0,1.0,1.0,False
PHX,2026-04-27,PSR,202604270920-KPSR-FXUS65-AFDPSR,2026-04-27T09:20:00+00:00,high,False,trough,82,83.0,-1.0,1.0,False
PHX,2026-04-28,PSR,202604280952-KPSR-FXUS65-AFDPSR,2026-04-28T09:52:00+00:00,moderate,False,ridge,85,87.0,-2.0,2.0,False
PHX,2026-04-29,PSR,202604290826-KPSR-FXUS65-AFDPSR,2026-04-29T08:26:00+00:00,moderate,True,trough,92,91.0,1.0,1.0,False
PHX,2026-04-30,PSR,202604300947-KPSR-FXUS65-AFDPSR,2026-04-30T09:47:00+00:00,moderate,False,trough,90,93.0,-3.0,3.0,False
PHX,2026-05-01,PSR,202605010914-KPSR-FXUS65-AFDPSR,2026-05-01T09:14:00+00:00,,False,ridge,95,90.0,5.0,5.0,False
PHX,2026-05-02,PSR,202605020928-KPSR-FXUS65-AFDPSR,2026-05-02T09:28:00+00:00,high,False,ridge,95,94.0,1.0,1.0,False
PHX,2026-05-03,PSR,202605031033-KPSR-FXUS65-AFDPSR,2026-05-03T10:33:00+00:00,high,False,ridge,95,98.0,-3.0,3.0,False
PHX,2026-05-04,PSR,202605040955-KPSR-FXUS65-AFDPSR,2026-05-04T09:55:00+00:00,high,False,trough,80,80.0,0.0,0.0,False
PHX,2026-05-05,PSR,202605050940-KPSR-FXUS65-AFDPSR,2026-05-05T09:40:00+00:00,moderate,False,trough,80,80.0,0.0,0.0,False
PHX,2026-05-06,PSR,202605060956-KPSR-FXUS65-AFDPSR,2026-05-06T09:56:00+00:00,high,False,ridge,88,86.0,2.0,2.0,False
PHX,2026-05-07,PSR,202605070916-KPSR-FXUS65-AFDPSR,2026-05-07T09:16:00+00:00,high,False,ridge,95,97.0,-2.0,2.0,False
PHX,2026-05-08,PSR,202605081007-KPSR-FXUS65-AFDPSR,2026-05-08T10:07:00+00:00,high,False,ridge,100,101.0,-1.0,1.0,False
PHX,2026-05-09,PSR,202605090909-KPSR-FXUS65-AFDPSR,2026-05-09T09:09:00+00:00,high,False,ridge,110,105.0,5.0,5.0,False
PHX,2026-05-10,PSR,202605100932-KPSR-FXUS65-AFDPSR,2026-05-10T09:32:00+00:00,high,False,ridge,110,106.0,4.0,4.0,False
PHX,2026-05-11,PSR,202605110951-KPSR-FXUS65-AFDPSR,2026-05-11T09:51:00+00:00,high,False,ridge,109,109.0,0.0,0.0,False
PHX,2026-05-12,PSR,202605120930-KPSR-FXUS65-AFDPSR,2026-05-12T09:30:00+00:00,high,False,ridge,107,108.0,-1.0,1.0,False
PHX,2026-05-13,PSR,202605130944-KPSR-FXUS65-AFDPSR,2026-05-13T09:44:00+00:00,high,False,trough,100,101.0,-1.0,1.0,False
PHX,2026-05-14,PSR,202605141021-KPSR-FXUS65-AFDPSR,2026-05-14T10:21:00+00:00,high,False,trough,100,101.0,-1.0,1.0,False
PHX,2026-05-15,PSR,202605150949-KPSR-FXUS65-AFDPSR,2026-05-15T09:49:00+00:00,high,True,trough,100,98.0,2.0,2.0,False
PHX,2026-05-16,PSR,202605161019-KPSR-FXUS65-AFDPSR,2026-05-16T10:19:00+00:00,moderate,False,trough,,100.0,,,False
PHX,2026-05-17,PSR,202605171011-KPSR-FXUS65-AFDPSR,2026-05-17T10:11:00+00:00,high,False,trough,,96.0,,,False
PHX,2026-05-18,PSR,202605180937-KPSR-FXUS65-AFDPSR,2026-05-18T09:37:00+00:00,moderate,False,trough,,87.0,,,False
